00:24:C4:2D:63:A,00:24:C4:2D:63:A1,-11.3352374034,-75.5834961869,[-72]
00:11:21:E0:AE:C,00:11:21:E0:AE:C0,-11.3352374034,-75.5834961869,[-81]
00:11:21:E0:AE:C,00:11:21:E0:AE:C1,-11.3352374034,-75.5834961869,[-79]
00:24:C4:2D:60:B,00:24:C4:2D:60:B0,-11.3352374034,-75.5834961869,[-53]
00:24:C4:2D:60:B,00:24:C4:2D:60:B1,-11.3352374034,-75.5834961869,[-54]
00:11:21:E0:CD:1,00:11:21:E0:CD:11,-11.3352374034,-75.5834961869,[-80]
64:70:02:6F:25:7,64:70:02:6F:25:7B,-11.3352374034,-75.5834961869,[-75]
00:25:53:87:4F:6,00:25:53:87:4F:64,-11.3352374034,-75.5834961869,[-67]
00:24:C4:2D:1E:0,00:24:C4:2D:1E:00,-11.3352374034,-75.5834961869,[-50]
00:24:C4:2D:1E:0,00:24:C4:2D:1E:01,-11.3352374034,-75.5834961869,[-50]
00:0F:F7:B6:86:B,00:0F:F7:B6:86:B1,-5.08304078303,-69.5202637184,[-67]
DC:9F:DB:FC:39:C,DC:9F:DB:FC:39:C1,-5.08304078303,-69.5202637184,[-88]
DC:9F:DB:FC:39:C,DC:9F:DB:FC:39:C0,-5.08304078303,-69.5202637184,[-87]
DC:9F:DB:FC:39:A,DC:9F:DB:FC:39:A1,-5.08304078303,-69.5202637184,[-85]
DC:9F:DB:FC:39:A,DC:9F:DB:FC:39:A0,-5.08304078303,-69.5202637184,[-82]
00:25:53:A6:55:E,00:25:53:A6:55:E3,-5.08304078303,-69.5202637184,[-64]
48:5B:39:E7:4E:4,48:5B:39:E7:4E:4E,-5.08304078303,-69.5202637184,[-89]
00:24:97:84:FF:A,00:24:97:84:FF:A0,-5.08304078303,-69.5202637184,[-62]
00:24:97:84:FF:A,00:24:97:84:FF:A1,-5.08304078303,-69.5202637184,[-64]
00:24:C4:1A:B8:3,00:24:C4:1A:B8:31,-5.08304078303,-69.5202637184,[-63]
00:24:C4:1A:B8:3,00:24:C4:1A:B8:30,-5.08304078303,-69.5202637184,[-62]
00:24:C4:2D:2C:E,00:24:C4:2D:2C:E1,-5.08304078303,-69.5202637184,[-68]
00:12:DA:CB:9C:5,00:12:DA:CB:9C:51,-5.08304078303,-69.5202637184,[-73]
00:24:C4:2D:23:A,00:24:C4:2D:23:A1,-5.08304078303,-69.5202637184,[-64]
E8:99:C4:F7:28:1,E8:99:C4:F7:28:1A,-5.08304078303,-69.5202637184,[-69]
00:11:21:E0:BE:F,00:11:21:E0:BE:F0,-5.08304078303,-69.5202637184,[-75]
00:11:21:E0:BE:F,00:11:21:E0:BE:F1,-5.08304078303,-69.5202637184,[-75]
00:24:C4:2D:63:A,00:24:C4:2D:63:A1,-5.08304078303,-69.5202637184,[-71]
00:11:21:E0:AE:C,00:11:21:E0:AE:C0,-5.08304078303,-69.5202637184,[-74]
00:11:21:E0:AE:C,00:11:21:E0:AE:C1,-5.08304078303,-69.5202637184,[-71]
00:24:C4:2D:60:B,00:24:C4:2D:60:B1,-5.08304078303,-69.5202637184,[-62]
00:24:97:85:00:F,00:24:97:85:00:F0,-5.08304078303,-69.5202637184,[-74]
24:3C:20:08:9B:A,24:3C:20:08:9B:A6,-5.08304078303,-69.5202637184,[-81]
00:11:21:E0:CD:1,00:11:21:E0:CD:11,-5.08304078303,-69.5202637184,[-74]
64:70:02:6F:25:7,64:70:02:6F:25:7B,-5.08304078303,-69.5202637184,[-95]
00:25:53:87:4F:6,00:25:53:87:4F:64,-5.08304078303,-69.5202637184,[-74]
00:24:C4:2D:1E:0,00:24:C4:2D:1E:00,-5.08304078303,-69.5202637184,[-63]
00:24:C4:2D:1E:0,00:24:C4:2D:1E:01,-5.08304078303,-69.5202637184,[-63]
00:1D:68:F0:5F:C,00:1D:68:F0:5F:C5,-5.08304078303,-69.5202637184,[-83]
00:12:DA:CB:99:0,00:12:DA:CB:99:01,-5.08304078303,-69.5202637184,[-80]
00:0F:F7:B6:86:B,00:0F:F7:B6:86:B0,-8.83381068069,-67.1472168434,[-65]
00:0F:F7:B6:86:B,00:0F:F7:B6:86:B1,-8.83381068069,-67.1472168434,[-66]
00:25:53:A6:55:E,00:25:53:A6:55:E3,-8.83381068069,-67.1472168434,[-67]
48:5B:39:E7:4E:4,48:5B:39:E7:4E:4E,-8.83381068069,-67.1472168434,[-88]
00:24:97:84:FF:A,00:24:97:84:FF:A0,-8.83381068069,-67.1472168434,[-57]
00:24:97:84:FF:A,00:24:97:84:FF:A1,-8.83381068069,-67.1472168434,[-62]
00:24:C4:1A:B8:3,00:24:C4:1A:B8:31,-8.83381068069,-67.1472168434,[-63]
00:24:C4:2D:2C:E,00:24:C4:2D:2C:E0,-8.83381068069,-67.1472168434,[-72]
00:24:C4:2D:2C:E,00:24:C4:2D:2C:E1,-8.83381068069,-67.1472168434,[-69]
00:12:DA:CB:9C:5,00:12:DA:CB:9C:50,-8.83381068069,-67.1472168434,[-65]
00:12:DA:CB:97:3,00:12:DA:CB:97:31,-8.83381068069,-67.1472168434,[-77]
00:24:C4:2D:23:A,00:24:C4:2D:23:A0,-8.83381068069,-67.1472168434,[-66]
E8:99:C4:F7:28:1,E8:99:C4:F7:28:1A,-8.83381068069,-67.1472168434,[-76]
00:11:21:E0:BE:F,00:11:21:E0:BE:F1,-8.83381068069,-67.1472168434,[-72]
00:11:21:E0:AE:C,00:11:21:E0:AE:C0,-8.83381068069,-67.1472168434,[-68]
00:11:21:E0:AE:C,00:11:21:E0:AE:C1,-8.83381068069,-67.1472168434,[-68]
00:24:C4:2D:60:B,00:24:C4:2D:60:B0,-8.83381068069,-67.1472168434,[-57]
00:24:C4:2D:60:B,00:24:C4:2D:60:B1,-8.83381068069,-67.1472168434,[-57]
24:3C:20:08:9B:A,24:3C:20:08:9B:A6,-8.83381068069,-67.1472168434,[-95]
00:11:21:E0:CD:1,00:11:21:E0:CD:11,-8.83381068069,-67.1472168434,[-78]
64:70:02:6F:25:7,64:70:02:6F:25:7B,-8.83381068069,-67.1472168434,[-68]
00:25:53:87:4F:6,00:25:53:87:4F:64,-8.83381068069,-67.1472168434,[-67]
00:24:C4:2D:1E:0,00:24:C4:2D:1E:00,-8.83381068069,-67.1472168434,[-61]
00:24:C4:2D:1E:0,00:24:C4:2D:1E:01,-8.83381068069,-67.1472168434,[-62]
00:1D:68:F0:5F:C,00:1D:68:F0:5F:C5,-8.83381068069,-67.1472168434,[-87]
00:12:DA:CB:99:0,00:12:DA:CB:99:00,-8.83381068069,-67.1472168434,[-81]
